epoch,accuracy,loss,val_accuracy,val_loss
0,0.9410833120346069,0.20028355717658997,0.9667999744415283,0.11374171078205109
1,0.9749000072479248,0.08998776972293854,0.9757000207901001,0.08793851733207703
2,0.9818000197410583,0.06409525871276855,0.9749000072479248,0.0931057408452034
3,0.9862333536148071,0.0505303218960762,0.9775000214576721,0.0890689268708229
4,0.989133358001709,0.039393868297338486,0.980400025844574,0.08452361822128296
5,0.9913833141326904,0.03289160132408142,0.9779999852180481,0.09908676892518997
6,0.9925833344459534,0.026549294590950012,0.9819999933242798,0.08689594268798828
