epoch,accuracy,loss,val_accuracy,val_loss
0,0.935699999332428,0.22125248610973358,0.9617999792098999,0.1257656067609787
1,0.9711833596229553,0.1008705422282219,0.9736999869346619,0.09219830483198166
2,0.9790499806404114,0.07334616035223007,0.9769999980926514,0.08232264220714569
3,0.9834166765213013,0.05936060845851898,0.9764999747276306,0.08716923743486404
4,0.9864500164985657,0.049024078994989395,0.9775000214576721,0.0885952040553093
5,0.9889333248138428,0.040124520659446716,0.9783999919891357,0.08710324019193649
6,0.9909833073616028,0.035456135869026184,0.9789000153541565,0.08787000924348831
7,0.9924666881561279,0.02939705364406109,0.9810000061988831,0.08985812962055206
8,0.9934999942779541,0.024988383054733276,0.9761000275611877,0.10810081660747528
